identificadorArchivo,archivoOrigen,rutaArchivo,arquitectura,particion,indiceChunk,filasValidas,inicioFuente,finFuente,inicioRegistroValido,finRegistroValido,rutaParquetChunk,columnas,fechaActualizacion,rutaChunk
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,16,1500,24000,25499,24000,25499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00016.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:10.660281+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00016.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,17,1500,25500,26999,25500,26999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00017.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:11.369766+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00017.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,18,1500,27000,28499,27000,28499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00018.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:12.069973+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00018.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,19,1500,28500,29999,28500,29999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00019.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:12.722696+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00019.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,20,1500,30000,31499,30000,31499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00020.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:13.479449+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00020.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,21,1500,31500,32999,31500,32999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00021.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:14.226089+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00021.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,22,1500,33000,34499,33000,34499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00022.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:14.897421+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00022.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,23,1500,34500,35999,34500,35999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00023.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:15.602419+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00023.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,24,1500,36000,37499,36000,37499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00024.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:16.272882+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00024.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,25,1500,37500,38999,37500,38999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00025.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:17.001578+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00025.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,26,1500,39000,40499,39000,40499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00026.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:17.714341+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00026.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,27,1500,40500,41999,40500,41999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00027.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:18.360329+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00027.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,28,1500,42000,43499,42000,43499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00028.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:19.054807+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00028.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,29,1500,43500,44999,43500,44999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00029.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:19.731708+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00029.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,30,1500,45000,46499,45000,46499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00030.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:20.432047+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00030.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,31,1500,46500,47999,46500,47999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00031.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:21.101971+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00031.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,32,1500,48000,49499,48000,49499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00032.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:21.807976+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00032.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,33,1500,49500,50999,49500,50999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00033.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:22.455434+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00033.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,34,1500,51000,52499,51000,52499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00034.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:23.122281+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00034.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,35,1500,52500,53999,52500,53999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00035.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:23.733834+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00035.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,36,1500,54000,55499,54000,55499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00036.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:24.395075+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00036.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,37,1500,55500,56999,55500,56999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00037.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:25.032125+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00037.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,38,1500,57000,58499,57000,58499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00038.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:25.719953+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00038.parquet
